composition,winrate,games
10|13|19|66|7|77,1.0,1
10|13|19|67|80|81,0.0,1
10|13|19|6|64|69,0.0,1
10|13|19|6|65|79,1.0,1
10|13|19|6|69|77,0.5,2
10|13|19|72|79|80,1.0,1
10|13|19|77|79|81,1.0,1
10|13|20|25|50|80,1.0,1
10|13|20|25|64|65,0.0,1
10|13|20|25|64|67,1.0,1
10|13|20|25|64|69,1.0,1
10|13|20|25|6|8,1.0,1
10|13|20|25|77|81,1.0,1
10|13|20|25|7|79,0.0,1
10|13|20|27|35|8,1.0,1
10|13|20|27|58|64,1.0,1
10|13|20|27|66|76,0.0,1
10|13|20|27|69|72,0.0,1
10|13|20|31|35|72,1.0,1
10|13|20|31|66|7,0.0,1
10|13|20|31|6|81,0.0,1
10|13|20|35|6|77,1.0,1
10|13|20|3|31|6,1.0,1
10|13|20|4|50|66,1.0,1
10|13|20|4|60|66,1.0,1
10|13|20|4|6|8,0.0,1
10|13|20|4|6|80,0.0,1
10|13|20|60|66|77,1.0,1
10|13|20|63|64|80,0.0,1
10|13|20|65|72|80,0.0,1
10|13|20|65|72|81,1.0,1
10|13|20|66|7|72,0.0,1
10|13|20|6|65|76,1.0,1
10|13|20|72|76|80,1.0,1
10|13|25|27|31|69,0.0,1
10|13|25|27|67|81,1.0,1
10|13|25|31|64|79,0.0,1
10|13|25|35|50|64,0.0,1
10|13|25|35|63|79,0.0,1
10|13|25|35|69|77,0.0,1
10|13|25|35|7|76,0.0,1
10|13|25|3|50|6,1.0,1
10|13|25|3|65|8,0.0,1
10|13|25|4|64|67,0.0,1
10|13|25|4|6|79,0.0,1
10|13|25|52|65|8,0.0,1
10|13|25|60|67|7,0.0,1
10|13|25|63|8|81,0.0,1
10|13|25|64|65|81,0.0,1
10|13|25|66|67|76,1.0,1
10|13|25|72|77|79,0.0,1
10|13|25|76|79|80,1.0,1
10|13|25|77|79|81,0.0,1
10|13|27|31|60|77,0.0,1
10|13|27|31|69|80,0.0,1
10|13|27|35|4|69,0.0,1
10|13|27|35|65|79,1.0,1
10|13|27|35|66|79,1.0,1
10|13|27|4|64|79,0.0,1
10|13|27|4|72|79,0.0,1
10|13|27|50|6|67,0.0,1
10|13|27|50|6|8,1.0,1
10|13|27|64|67|77,0.0,1
10|13|27|64|72|8,0.0,1
10|13|27|64|77|79,0.333333,3
10|13|27|64|79|81,1.0,1
10|13|27|66|77|79,0.0,1
10|13|27|66|79|81,0.0,1
10|13|27|69|72|77,0.0,1
10|13|27|6|60|81,1.0,1
10|13|27|6|63|67,0.0,1
10|13|27|6|67|80,0.0,1
10|13|2|25|52|64,0.0,1
10|13|2|35|66|7,1.0,1
10|13|2|65|72|76,0.0,1
10|13|2|6|72|79,0.0,1
10|13|31|35|4|6,1.0,1
10|13|31|35|6|64,1.0,1
10|13|31|35|6|81,0.0,1
10|13|31|35|80|81,1.0,1
10|13|31|4|6|8,1.0,1
10|13|31|50|58|6,1.0,1
10|13|31|52|66|69,0.0,1
10|13|31|63|65|66,0.0,1
10|13|31|64|65|80,1.0,1
10|13|31|64|66|69,0.0,1
10|13|31|64|77|79,1.0,1
10|13|31|65|72|79,1.0,1
10|13|31|65|7|72,0.0,1
10|13|31|66|7|8,1.0,1
10|13|31|69|72|76,1.0,1
10|13|31|6|60|65,0.0,1
10|13|31|6|69|77,1.0,1
10|13|31|6|77|8,1.0,1
10|13|31|6|8|80,0.0,1
10|13|35|4|66|69,0.0,1
10|13|35|50|64|77,0.0,1
10|13|35|50|6|69,0.0,1
10|13|35|50|7|72,0.0,1
10|13|35|65|72|76,0.0,1
10|13|35|6|64|65,1.0,1
10|13|35|6|69|77,1.0,1
10|13|35|7|72|79,1.0,1
10|13|3|31|35|8,0.0,1
10|13|3|31|66|81,1.0,1
10|13|3|35|77|80,0.0,1
10|13|3|6|60|72,0.0,1
10|13|3|6|60|77,0.0,1
10|13|4|58|67|72,1.0,1
10|13|4|64|72|79,1.0,1
10|13|4|6|60|64,1.0,1
10|13|4|6|65|79,1.0,1
10|13|4|77|79|80,0.0,1
10|13|50|66|77|8,1.0,1
10|13|50|6|69|8,1.0,1
10|13|50|6|76|77,0.0,1
10|13|52|6|67|80,0.0,1
10|13|58|6|67|72,0.0,1
10|13|58|6|77|79,1.0,1
10|13|64|77|79|80,1.0,1
10|13|65|72|80|81,1.0,1
10|13|66|67|72|77,1.0,1
10|13|66|67|77|81,1.0,1
10|13|66|72|79|81,0.5,2
10|13|6|60|72|76,1.0,1
10|13|6|64|65|79,1.0,1
10|13|6|64|65|81,1.0,1
10|13|6|64|67|80,1.0,1
10|13|6|64|69|77,0.0,1
10|13|6|64|69|81,0.0,1
10|13|6|64|7|79,0.0,1
10|13|6|65|67|77,1.0,1
10|13|6|65|77|79,0.0,1
10|13|6|65|79|80,0.0,1
10|13|77|79|80|81,0.0,1
10|14|15|17|19|77,0.0,1
10|14|15|19|64|65,1.0,1
10|14|15|19|65|77,0.0,1
10|14|15|25|50|72,0.0,1
10|14|15|27|7|77,1.0,1
10|14|15|31|52|65,1.0,1
10|14|15|64|65|66,1.0,1
10|14|15|64|65|80,1.0,1
10|14|16|17|25|72,0.0,1
10|14|16|17|25|81,1.0,1
10|14|16|17|66|72,0.0,1
10|14|16|18|19|2,0.0,1
10|14|16|19|25|50,0.0,1
10|14|16|19|25|7,1.0,1
10|14|16|19|2|20,0.0,1
10|14|16|19|2|64,0.0,1
10|14|16|19|31|7,1.0,1
10|14|16|19|3|64,1.0,1
10|14|16|19|4|63,1.0,1
10|14|16|19|63|81,1.0,1
10|14|16|20|31|65,0.0,1
10|14|16|25|35|52,1.0,1
10|14|16|25|7|81,1.0,1
10|14|16|27|50|66,1.0,1
10|14|16|27|64|65,0.0,1
10|14|16|27|6|65,0.0,1
10|14|16|2|27|77,0.0,1
10|14|16|2|6|77,0.0,2
10|14|16|31|52|77,1.0,1
10|14|16|35|50|64,0.0,1
10|14|16|35|65|81,0.0,1
10|14|16|4|52|77,1.0,1
10|14|16|4|63|64,1.0,1
10|14|16|4|65|66,0.0,1
10|14|16|50|72|81,1.0,1
10|14|16|50|77|80,0.0,1
10|14|16|64|65|77,1.0,1
10|14|17|18|19|52,1.0,1
10|14|17|19|20|77,0.0,1
10|14|17|19|31|81,0.0,1
10|14|17|25|31|60,1.0,1
10|14|17|35|77|80,0.0,1
10|14|17|6|64|72,0.0,1
10|14|17|6|77|80,1.0,1
10|14|18|19|50|65,0.0,1
10|14|18|31|7|77,0.0,1
10|14|18|52|64|65,0.0,1
10|14|19|20|63|80,0.0,1
10|14|19|20|65|76,1.0,1
10|14|19|2|20|80,0.0,1
10|14|19|2|31|72,0.0,1
10|14|19|2|6|80,1.0,1
10|14|19|31|63|66,0.0,1
10|14|19|31|65|76,1.0,1
10|14|19|31|7|76,1.0,1
10|14|19|35|65|80,1.0,1
10|14|19|3|31|65,0.0,1
10|14|19|3|64|72,0.0,1
10|14|19|3|6|77,0.0,1
10|14|19|3|80|81,1.0,1
10|14|19|52|60|7,0.0,1
10|14|20|25|4|76,1.0,1
10|14|20|25|64|7,1.0,1
10|14|20|25|65|76,1.0,1
10|14|20|27|7|80,1.0,1
10|14|20|4|65|80,1.0,1
10|14|20|6|63|66,0.0,1
10|14|25|31|64|7,0.0,1
10|14|25|35|4|7,1.0,1
10|14|25|35|58|64,0.0,1
10|14|25|3|77|81,0.0,1
10|14|25|4|52|6,0.0,1
10|14|25|4|77|81,0.0,1
10|14|25|6|7|77,0.0,1
10|14|27|31|52|80,0.0,1
10|14|27|31|58|66,1.0,1
10|14|27|31|58|80,0.0,1
10|14|27|31|7|77,0.0,1
10|14|27|35|65|80,0.0,1
10|14|27|3|6|80,0.0,1
10|14|27|52|6|77,0.0,2
10|14|27|66|77|81,1.0,1
10|14|27|6|65|80,1.0,1
10|14|2|25|6|77,1.0,1
10|14|2|27|31|77,0.0,1
10|14|2|4|52|72,0.0,1
10|14|31|4|58|77,1.0,1
10|14|31|4|63|72,1.0,1
10|14|31|4|65|80,0.0,1
10|14|31|58|77|80,0.0,1
10|14|31|64|65|77,1.0,1
10|14|31|64|65|80,0.0,1
10|14|31|66|7|77,1.0,1
10|14|31|7|77|80,0.0,1
10|14|35|4|50|64,0.5,2
10|14|35|4|50|77,0.0,1
10|14|35|4|65|66,1.0,1
10|14|35|4|65|72,0.0,1
10|14|35|65|77|81,0.0,1
10|14|35|66|7|76,0.0,1
10|14|3|72|77|81,0.0,1
10|14|4|50|6|76,0.0,1
10|14|4|52|64|66,1.0,1
10|14|4|58|65|7,1.0,1
10|14|58|6|64|81,1.0,1
10|14|63|64|66|8,0.0,1
10|14|66|77|80|81,1.0,1
10|14|6|63|64|76,0.0,1
10|14|6|63|64|81,0.0,1
10|14|6|63|72|77,1.0,1
10|14|6|64|65|77,1.0,1
10|14|6|64|66|7,0.0,1
10|14|6|65|77|80,1.0,1
10|14|6|65|80|81,0.0,1
10|15|16|17|20|64,0.0,1
10|15|16|17|3|6,1.0,1
10|15|16|17|6|64,1.0,1
10|15|16|18|3|80,1.0,1
10|15|16|18|50|65,1.0,1
10|15|16|19|35|7,0.5,2
10|15|16|19|3|64,0.0,1
10|15|16|19|3|7,1.0,1
10|15|16|19|3|77,0.0,2
10|15|16|19|52|8,0.0,1
10|15|16|19|65|8,1.0,1
10|15|16|20|25|58,1.0,1
10|15|16|20|25|7,0.0,1
10|15|16|20|27|69,0.0,1
10|15|16|20|4|58,0.0,1
10|15|16|20|50|72,0.0,1
10|15|16|20|50|80,0.0,2
10|15|16|20|52|66,0.0,1
10|15|16|20|52|8,0.0,1
10|15|16|20|52|80,1.0,1
10|15|16|20|64|7,1.0,1
10|15|16|20|65|81,1.0,2
10|15|16|20|7|80,0.0,1
10|15|16|25|31|63,0.0,1
10|15|16|25|3|4,0.0,1
10|15|16|25|63|8,1.0,1
10|15|16|27|31|58,0.0,1
10|15|16|27|31|65,0.0,1
10|15|16|27|35|50,1.0,1
10|15|16|27|3|80,1.0,1
10|15|16|27|3|81,1.0,1
10|15|16|27|4|76,0.0,1
10|15|16|27|65|8,1.0,1
10|15|16|2|25|81,0.0,1
10|15|16|2|27|31,0.0,1
10|15|16|2|31|66,0.0,1
10|15|16|2|6|77,0.0,2
10|15|16|31|35|65,0.0,1
10|15|16|31|50|65,1.0,1
10|15|16|31|50|80,1.0,1
10|15|16|31|50|81,0.0,1
10|15|16|31|52|76,0.0,1
10|15|16|31|52|80,0.0,1
10|15|16|31|58|66,0.0,1
10|15|16|31|63|64,0.5,2
10|15|16|31|63|77,0.5,2
10|15|16|31|64|65,0.5,2
10|15|16|31|7|72,0.0,1
10|15|16|35|4|50,0.0,1
10|15|16|35|4|7,0.0,1
10|15|16|35|64|65,0.0,2
10|15|16|35|65|77,0.0,1
10|15|16|35|65|80,0.0,1
10|15|16|35|7|77,1.0,1
10|15|16|3|4|64,1.0,1
10|15|16|3|4|72,0.0,1
10|15|16|3|4|80,1.0,1
10|15|16|3|64|66,0.0,1
10|15|16|3|6|63,0.0,1
10|15|16|3|6|7,1.0,1
10|15|16|4|63|8,1.0,1
10|15|16|50|52|64,0.0,1
10|15|16|50|6|64,0.0,1
10|15|16|63|72|80,1.0,1
10|15|16|64|76|80,0.0,1
10|15|16|64|77|80,1.0,1
10|15|16|6|63|81,0.0,1
10|15|16|7|8|80,1.0,1
10|15|17|20|6|80,0.0,1
10|15|17|25|35|65,1.0,1
10|15|17|27|65|66,0.0,1
10|15|17|31|6|81,0.0,1
10|15|17|35|65|66,0.0,1
10|15|17|58|72|79,0.0,1
10|15|17|63|66|7,0.0,1
10|15|17|64|65|81,0.5,2
10|15|17|64|80|81,0.0,1
10|15|18|19|2|7,0.0,1
10|15|18|27|50|65,1.0,1
10|15|18|27|50|7,0.0,1
10|15|18|2|25|63,0.0,1
10|15|18|2|27|58,0.0,1
10|15|18|2|50|66,0.0,1
10|15|18|31|50|7,1.0,1
10|15|18|3|4|7,1.0,1
10|15|18|3|58|65,1.0,1
10|15|18|3|63|65,1.0,1
10|15|18|4|65|7,1.0,1
10|15|18|4|7|80,0.0,1
10|15|18|50|64|65,0.0,1
10|15|18|63|64|7,1.0,1
10|15|18|63|65|80,0.0,1
10|15|18|64|65|7,0.0,1
10|15|18|65|7|77,0.0,1
10|15|18|65|7|81,1.0,1
10|15|19|20|31|52,1.0,1
10|15|19|20|3|4,1.0,1
10|15|19|20|4|81,1.0,1
10|15|19|25|7|79,0.0,1
10|15|19|27|52|7,0.0,1
10|15|19|2|25|50,1.0,1
10|15|19|2|27|8,0.0,1
10|15|19|2|35|50,0.0,1
10|15|19|2|60|76,0.0,1
10|15|19|2|65|81,0.0,1
10|15|19|3|31|4,0.0,1
10|15|19|3|4|64,0.0,1
10|15|19|3|7|81,0.0,1
10|15|19|50|52|7,0.0,1
10|15|19|50|69|77,1.0,1
10|15|19|52|64|69,0.0,1
10|15|19|63|64|80,0.0,1
10|15|19|64|69|7,1.0,1
10|15|19|65|69|77,1.0,1
10|15|19|65|76|80,1.0,1
10|15|19|67|77|80,0.0,1
10|15|19|67|7|76,1.0,1
10|15|19|6|60|7,0.0,1
10|15|20|25|31|52,0.0,1
10|15|20|25|31|7,0.0,1
10|15|20|25|6|7,0.0,1
10|15|20|27|3|72,0.0,1
10|15|20|27|4|80,0.0,1
10|15|20|27|64|8,0.0,1
10|15|20|27|64|81,1.0,1
10|15|20|31|4|7,0.0,1
10|15|20|31|66|7,0.0,1
10|15|20|35|4|63,0.0,1
10|15|20|35|4|65,0.0,1
10|15|20|35|65|81,1.0,1
10|15|20|35|7|72,0.0,1
10|15|20|4|52|8,0.0,1
10|15|20|4|6|65,0.0,1
10|15|20|50|6|81,0.0,1
10|15|20|52|6|77,1.0,1
10|15|20|58|64|80,0.0,1
10|15|20|65|80|81,1.0,1
10|15|20|6|65|77,1.0,1
10|15|20|77|8|80,1.0,1
10|15|25|31|4|50,1.0,1
10|15|25|31|58|7,0.0,1
10|15|25|3|6|63,1.0,1
10|15|25|60|7|77,0.0,1
10|15|25|63|69|77,0.0,1
10|15|25|65|67|77,0.0,1
10|15|27|31|35|52,1.0,1
10|15|27|31|58|77,1.0,1
10|15|27|31|63|7,0.0,1
10|15|27|31|63|8,0.0,1
10|15|27|31|64|76,0.0,1
10|15|27|31|64|80,0.0,1
10|15|27|3|35|80,0.0,1
10|15|27|3|6|76,1.0,1
10|15|27|50|67|77,1.0,1
10|15|27|52|66|69,1.0,1
10|15|27|60|64|65,1.0,1
10|15|27|69|7|80,0.0,1
10|15|27|77|8|81,1.0,1
10|15|2|20|31|80,0.0,1
10|15|2|25|35|8,1.0,1
10|15|2|27|60|66,0.0,1
10|15|2|27|77|81,0.0,1
10|15|2|4|76|80,1.0,1
10|15|31|35|4|63,1.0,1
10|15|31|35|4|65,0.0,1
10|15|31|35|52|77,1.0,1
10|15|31|35|65|77,1.0,1
10|15|31|4|63|80,1.0,1
10|15|31|4|64|77,1.0,1
10|15|31|4|64|80,0.0,1
10|15|31|4|65|72,1.0,1
10|15|31|4|76|80,1.0,1
10|15|31|50|65|69,0.0,1
10|15|31|50|6|80,1.0,2
10|15|31|50|7|80,1.0,1
10|15|31|52|64|7,0.0,1
10|15|31|52|65|72,0.0,1
10|15|31|52|69|7,1.0,1
10|15|31|52|6|76,1.0,1
10|15|31|52|7|80,0.0,1
10|15|31|60|66|7,0.0,1
10|15|31|64|77|80,0.0,1
10|15|31|64|77|81,0.333333,3
10|15|31|64|80|81,1.0,1
10|15|31|66|7|8,1.0,1
10|15|31|6|63|80,0.0,1
10|15|31|6|65|7,1.0,1
10|15|31|6|7|77,0.0,1
10|15|31|72|76|81,0.0,1
10|15|35|4|69|80,1.0,1
10|15|35|64|65|76,0.0,1
10|15|35|64|69|7,1.0,1
10|15|35|65|8|80,1.0,1
10|15|3|31|64|77,1.0,1
10|15|3|31|6|65,1.0,1
10|15|3|4|6|77,0.0,1
10|15|3|52|66|69,0.0,1
10|15|3|65|66|69,0.0,1
10|15|3|69|72|80,1.0,1
10|15|3|6|64|77,1.0,1
10|15|3|6|64|80,1.0,1
10|15|4|50|64|67,1.0,1
10|15|4|65|69|81,1.0,1
10|15|4|6|76|81,1.0,1
10|15|50|64|65|77,0.0,1
10|15|50|65|66|79,0.0,1
10|15|50|6|8|81,0.0,1
10|15|52|60|66|76,0.0,1
10|15|52|63|64|66,0.0,1
10|15|52|66|7|79,0.0,1
10|15|52|6|65|81,1.0,1
10|15|58|64|8|81,1.0,1
10|15|58|69|76|80,1.0,1
10|15|58|76|80|81,0.0,1
10|15|64|65|69|80,0.0,1
10|15|64|66|69|80,1.0,1
10|15|64|66|7|79,0.0,1
10|15|64|76|79|80,1.0,1
10|15|65|67|7|77,0.0,1
10|15|6|67|7|77,1.0,1
10|15|6|69|7|81,1.0,1
10|16|17|18|19|50,0.0,1
10|16|17|18|25|50,1.0,1
10|16|17|18|25|7,0.0,1
10|16|17|18|2|81,0.0,1
10|16|17|18|4|7,1.0,1
10|16|17|18|4|77,0.0,1
10|16|17|18|63|76,0.0,1
10|16|17|18|63|77,0.0,1
10|16|17|19|20|31,0.0,2
10|16|17|19|65|79,0.0,1
10|16|17|19|69|77,0.0,1
10|16|17|20|27|66,1.0,1
10|16|17|20|31|4,0.0,1
10|16|17|20|31|66,0.0,1
10|16|17|20|31|77,0.0,1
10|16|17|20|35|4,1.0,1
10|16|17|20|35|66,1.0,1
10|16|17|20|35|77,1.0,1
10|16|17|25|60|81,1.0,1
10|16|17|25|65|67,1.0,1
10|16|17|25|69|72,1.0,1
10|16|17|2|35|67,1.0,1
10|16|17|31|64|72,0.0,1
10|16|17|31|6|64,1.0,1
10|16|17|31|6|77,0.0,1
10|16|17|31|77|8,0.0,1
10|16|17|35|8|81,0.0,1
10|16|17|3|31|6,1.0,1
10|16|17|3|6|81,0.0,1
10|16|17|50|58|6,1.0,1
10|16|18|19|50|7,0.0,1
10|16|18|19|63|7,0.0,1
10|16|18|20|3|7,1.0,1
10|16|18|20|50|65,0.0,1
10|16|18|20|50|7,1.0,1
10|16|18|20|52|64,1.0,1
10|16|18|25|50|63,0.5,2
10|16|18|25|50|7,0.0,1
10|16|18|25|63|7,1.0,1
10|16|18|27|50|63,1.0,1
10|16|18|27|50|65,1.0,1
10|16|18|27|50|7,0.0,2
10|16|18|27|52|7,0.333333,3
10|16|18|27|58|7,1.0,1
10|16|18|27|63|7,0.0,1
10|16|18|2|27|52,1.0,1
10|16|18|2|27|65,0.0,1
10|16|18|2|27|7,0.0,1
10|16|18|2|31|50,1.0,1
10|16|18|2|31|64,1.0,1
10|16|18|2|3|52,0.0,1
10|16|18|2|3|65,1.0,1
10|16|18|2|50|72,0.0,1
10|16|18|2|50|76,1.0,1
10|16|18|2|58|77,0.0,1
10|16|18|2|60|80,0.0,1
10|16|18|2|63|64,1.0,1
10|16|18|2|63|72,1.0,1
10|16|18|2|63|81,1.0,1
10|16|18|2|64|7,1.0,2
10|16|18|2|65|81,0.0,1
10|16|18|2|69|80,1.0,1
10|16|18|2|7|72,1.0,1
10|16|18|2|7|77,0.5,2
10|16|18|2|7|81,1.0,1
10|16|18|31|4|7,0.0,1
10|16|18|31|50|80,1.0,1
10|16|18|31|63|80,0.0,1
10|16|18|31|64|7,1.0,1
10|16|18|35|63|7,1.0,1
10|16|18|3|4|50,1.0,1
10|16|18|3|4|65,1.0,1
10|16|18|3|50|52,0.0,1
10|16|18|3|50|81,0.0,1
10|16|18|3|52|63,1.0,1
10|16|18|3|52|7,0.5,2
10|16|18|3|65|67,1.0,1
10|16|18|3|65|7,0.0,1
10|16|18|3|7|72,0.0,1
10|16|18|3|7|81,0.0,1
10|16|18|4|50|7,1.0,2
10|16|18|4|52|63,0.0,1
10|16|18|4|52|65,0.5,2
10|16|18|4|52|81,0.0,1
10|16|18|4|63|7,1.0,1
10|16|18|50|52|64,0.0,1
10|16|18|50|52|7,1.0,1
10|16|18|50|52|77,1.0,1
10|16|18|50|63|64,1.0,1
10|16|18|50|63|77,0.0,1
10|16|18|50|63|81,0.0,1
10|16|18|50|64|7,0.5,2
10|16|18|50|65|80,1.0,1
10|16|18|50|66|7,1.0,2
10|16|18|50|7|72,1.0,1
10|16|18|50|7|77,0.0,1
10|16|18|52|58|81,0.0,1
10|16|18|52|63|81,1.0,1
10|16|18|52|64|65,0.0,1
10|16|18|52|64|7,0.333333,3
10|16|18|52|65|80,0.0,2
10|16|18|52|77|8,1.0,1
10|16|18|52|7|77,1.0,1
10|16|18|52|7|81,1.0,1
10|16|18|58|7|76,0.0,1
10|16|18|58|7|77,1.0,1
10|16|18|63|64|65,1.0,1
10|16|18|63|65|77,0.0,1
10|16|18|63|65|80,1.0,1
10|16|18|63|65|81,1.0,1
10|16|18|63|66|7,1.0,2
10|16|18|63|7|77,0.666667,3
10|16|18|63|7|80,0.0,1
10|16|18|63|7|81,0.0,1
10|16|18|64|65|7,1.0,4
10|16|18|64|65|81,0.0,1
10|16|18|64|7|77,0.0,1
10|16|18|64|7|80,1.0,1
10|16|18|65|76|77,1.0,1
10|16|18|65|7|76,1.0,1
10|16|18|65|7|77,0.0,1
10|16|18|69|7|81,1.0,1
10|16|18|6|63|7,1.0,1
10|16|18|7|76|77,0.0,1
10|16|19|20|27|3,1.0,1
10|16|19|20|31|50,0.0,1
10|16|19|20|31|52,1.0,1
10|16|19|20|31|63,0.0,1
10|16|19|20|31|7,0.666667,3
10|16|19|20|35|50,0.0,1
10|16|19|20|35|63,0.0,1
10|16|19|20|35|7,1.0,1
10|16|19|20|3|80,1.0,1
10|16|19|20|4|81,0.0,1
10|16|19|20|50|79,1.0,1
10|16|19|20|50|8,1.0,1
10|16|19|20|63|80,0.0,1
10|16|19|20|64|76,0.0,1
10|16|19|20|64|8,0.0,1
10|16|19|20|65|8,1.0,1
10|16|19|20|80|81,1.0,1
10|16|19|25|63|69,1.0,1
10|16|19|27|3|8,0.0,1
10|16|19|27|50|69,0.0,1
10|16|19|27|69|7,0.0,1
10|16|19|2|20|7,1.0,1
10|16|19|2|20|8,1.0,1
10|16|19|2|25|60,1.0,2
10|16|19|2|27|60,0.0,1
10|16|19|2|31|35,0.0,1
10|16|19|2|35|7,0.0,1
10|16|19|2|50|8,0.0,1
10|16|19|2|60|77,1.0,1
10|16|19|2|64|76,1.0,1
10|16|19|31|52|8,0.0,1
10|16|19|31|63|67,0.0,1
10|16|19|31|65|8,0.0,1
10|16|19|31|7|79,1.0,1
10|16|19|31|7|8,1.0,1
10|16|19|35|50|8,1.0,1
10|16|19|35|52|69,1.0,1
10|16|19|35|7|8,0.0,2
10|16|19|3|31|67,0.0,1
10|16|19|3|35|4,1.0,1
10|16|19|3|35|63,1.0,1
10|16|19|3|60|65,1.0,2
10|16|19|3|64|8,1.0,1
10|16|19|3|77|8,0.0,1
10|16|19|50|52|80,0.0,1
10|16|19|50|60|80,0.0,2
10|16|19|50|64|69,1.0,2
10|16|19|50|65|67,0.5,2
10|16|19|50|66|69,0.0,1
10|16|19|50|69|81,0.0,1
10|16|19|50|72|79,0.0,1
10|16|19|50|77|79,1.0,1
10|16|19|52|63|67,0.5,2
10|16|19|52|63|79,0.0,1
10|16|19|52|67|7,0.0,1
10|16|19|52|69|77,1.0,2
10|16|19|58|63|79,0.0,1
10|16|19|63|65|67,0.0,1
10|16|19|63|65|79,0.0,1
10|16|19|63|69|76,0.0,1
10|16|19|63|69|80,0.0,1
10|16|19|63|69|81,0.0,1
10|16|19|64|65|67,0.0,1
10|16|19|64|69|7,1.0,1
10|16|19|65|69|81,0.5,2
10|16|19|65|77|79,0.0,1
10|16|19|69|7|81,0.5,4
10|16|19|7|72|79,0.0,1
10|16|20|25|31|63,1.0,2
10|16|20|25|31|7,0.5,2
10|16|20|25|35|63,0.0,1
10|16|20|25|35|7,1.0,2
10|16|20|25|3|4,0.0,1
10|16|20|25|3|77,0.0,1
10|16|20|25|3|80,0.0,1
10|16|20|25|4|81,1.0,1
10|16|20|25|52|80,0.0,1
10|16|20|25|64|81,1.0,1
10|16|20|25|6|7,1.0,1
10|16|20|25|77|81,1.0,1
10|16|20|27|31|65,1.0,1
10|16|20|27|3|76,0.0,1
10|16|20|27|3|81,0.0,2
10|16|20|27|50|6,1.0,1
10|16|20|27|50|65,1.0,1
10|16|20|27|52|6,1.0,1
10|16|20|27|52|65,1.0,1
10|16|20|27|63|64,1.0,1
10|16|20|27|63|8,1.0,1
10|16|20|27|6|7,0.5,2
10|16|20|27|76|80,0.0,1
10|16|20|31|35|63,0.0,1
10|16|20|31|35|7,1.0,1
10|16|20|31|4|7,0.0,2
10|16|20|31|50|66,1.0,2
10|16|20|31|50|72,1.0,1
10|16|20|31|52|66,1.0,1
10|16|20|31|63|64,1.0,1
10|16|20|31|63|77,0.0,1
10|16|20|31|63|80,0.5,2
10|16|20|31|64|65,0.5,2
10|16|20|31|64|7,0.5,2
10|16|20|31|65|77,1.0,1
10|16|20|31|65|81,0.5,4
10|16|20|31|66|7,1.0,1
10|16|20|31|7|77,0.333333,3
10|16|20|31|7|81,1.0,1
10|16|20|35|4|65,0.0,1
10|16|20|35|4|7,0.0,1
10|16|20|35|50|66,1.0,1
10|16|20|35|64|65,1.0,2
10|16|20|35|7|72,1.0,1
10|16|20|3|35|65,0.5,2
10|16|20|3|35|7,0.0,1
10|16|20|3|4|64,0.5,2
10|16|20|3|4|77,1.0,1
10|16|20|3|64|77,1.0,1
10|16|20|3|6|63,0.0,1
10|16|20|4|50|64,1.0,1
10|16|20|4|64|7,1.0,1
10|16|20|4|64|81,0.0,1
10|16|20|4|65|72,0.0,1
10|16|20|4|72|81,1.0,1
10|16|20|4|77|81,1.0,1
10|16|20|50|52|66,1.0,1
10|16|20|50|52|77,0.0,1
10|16|20|50|64|65,0.0,1
10|16|20|50|64|67,1.0,1
10|16|20|50|6|60,1.0,1
10|16|20|50|6|64,1.0,1
10|16|20|50|6|65,0.0,1
10|16|20|50|72|8,0.0,1
10|16|20|52|58|65,1.0,1
10|16|20|58|64|8,0.0,1
10|16|20|58|69|77,0.0,1
10|16|20|60|66|7,1.0,1
10|16|20|64|66|80,0.0,1
10|16|20|64|67|77,1.0,1
10|16|20|64|72|81,1.0,1
10|16|20|64|77|80,0.0,1
10|16|20|65|66|79,1.0,1
10|16|20|65|77|8,0.5,2
10|16|20|6|63|64,1.0,1
10|16|20|6|63|77,0.0,1
10|16|20|6|63|80,1.0,1
10|16|20|6|64|7,1.0,1
10|16|20|6|65|69,0.0,1
10|16|20|6|65|77,0.0,1
10|16|20|6|65|80,1.0,1
10|16|20|6|65|81,1.0,1
10|16|20|6|7|81,0.0,1
10|16|20|77|80|81,0.333333,3
10|16|20|7|77|80,1.0,1
10|16|20|7|8|81,1.0,1
10|16|25|31|67|81,0.0,1
10|16|25|35|50|67,1.0,1
10|16|25|35|63|69,0.0,1
10|16|25|3|31|4,0.0,1
10|16|25|3|31|76,1.0,1
10|16|25|3|35|81,0.0,1
10|16|25|3|60|81,1.0,1
10|16|25|3|64|69,0.0,1
10|16|25|4|50|60,1.0,1
10|16|25|4|65|69,0.0,1
10|16|25|50|60|64,0.0,1
10|16|25|50|60|81,0.0,1
10|16|25|50|64|69,1.0,1
10|16|25|50|66|69,1.0,1
10|16|25|50|77|79,0.0,1
10|16|25|52|65|79,0.0,1
10|16|25|52|67|7,0.0,1
10|16|25|58|63|67,0.0,1
10|16|25|58|65|79,0.0,1
10|16|25|63|64|69,1.0,1
10|16|25|63|67|7,1.0,1
10|16|25|64|69|7,0.0,1
10|16|25|64|77|79,1.0,1
10|16|25|64|8|81,1.0,1
10|16|25|69|7|72,0.0,1
10|16|27|31|35|63,1.0,1
10|16|27|31|35|7,0.5,2
10|16|27|31|4|8,0.0,1
